group_code,group_label,index,doy_bin_label,doy_bin_center,n_dates,support_pixels_total,env_q_low,env_q_med,env_q_high,curve_min,curve_med,curve_max,median_of_date_q10,median_of_date_q90,min_of_date_min,max_of_date_max
BR_OTHER_MIX,Fir/other or strongly mixed stand,NBR,361-365,363,2,20168,0.6632311224937439,0.6716710925102234,0.6801110625267028,0.661121129989624,0.6716710925102234,0.6822210550308228,0.48695069551467896,0.7714808583259583,0.13731668889522552,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,001-030,16,4,34941,0.5904973745346069,0.656326025724411,0.6793613910675049,0.5666287541389465,0.656326025724411,0.6848900318145752,0.5335504114627838,0.7486380934715271,-0.24412764608860016,0.9013123512268066
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,031-060,46,3,30380,0.4262869954109192,0.620978057384491,0.7543561816215515,0.37761422991752625,0.620978057384491,0.7877007126808167,0.5152828693389893,0.6915041208267212,-0.3780864179134369,0.9129582047462463
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,061-090,76,2,26741,0.251236255466938,0.2776528373360634,0.30406941920518876,0.24463210999965668,0.2776528373360634,0.3106735646724701,0.058130597695708275,0.4359040856361389,-0.31755849719047546,0.6525354385375977
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,091-120,106,2,27470,0.1966419354081154,0.22247017174959183,0.24829840809106826,0.19018487632274628,0.22247017174959183,0.2547554671764374,0.005466337315738201,0.3723647892475128,-0.2923606038093567,0.5968860387802124
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,121-150,136,5,67312,0.12570111453533173,0.18574291467666626,0.28605279326438904,0.12570111453533173,0.18574291467666626,0.3280833661556244,0.013823912478983402,0.33056995272636414,-0.36849886178970337,0.5176219344139099
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,151-180,166,1,13912,0.3784372806549072,0.3784372806549072,0.3784372806549072,0.3784372806549072,0.3784372806549072,0.3784372806549072,0.2849391996860504,0.44438374042510986,-0.15153566002845764,0.5620957016944885
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,181-210,196,7,89757,0.3312791347503662,0.35013264417648315,0.3801354169845581,0.31469741463661194,0.35013264417648315,0.38872018456459045,0.2577506899833679,0.41999998688697815,-0.3574150502681732,0.5634620189666748
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,211-240,226,9,125208,0.35026360154151914,0.37326931953430176,0.3858067214488983,0.34588757157325745,0.37326931953430176,0.38592442870140076,0.2855481803417206,0.4501594305038452,-0.2981192469596863,0.6008723974227905
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,241-270,256,2,27824,0.32768766582012177,0.347353920340538,0.3670201748609543,0.3227711021900177,0.347353920340538,0.37193673849105835,0.23961862921714783,0.42779208719730377,-0.31871896982192993,0.5916362404823303
